"skill_id","display_name","category","subcategory"
"04fe3d3c1b5993e656f93003e8f68017","SAP","Analytics","BI & Analytics Platforms"
"054beff04f033af2229d69a00d77819d","Highbeam","Applications","Enterprise"
"05918c1e1e4ea53c93464618184dcf20","Aiven","Infrastructure","Store & Stream"
"05ab87345b9f368613807b4f22765150","Azure Monitor","Infrastructure","Integrate & Operate"
"05b3aa9939bd5988d7d0539c07830daa","Dust","Applications","Horizontal"
"05d35a6c0d53157b17b5779fe3a5abea","Redis","Infrastructure","Store & Stream"
"05d5e8925c98fc85fb0801108ece159e","Macrometa","Infrastructure","Store & Stream"
"06085a24e6576b66cf9d631253efda35","Cube","Analytics","Headless / Embedded BI & Semantic Layer"
"061d508b95da7a2ca2085ac032bbb095","RabbitMQ","Infrastructure","Store & Stream"
"0655bcbc7ad21fb81a0b67618223535a","HG Insights","Data Sources & APIs","Company / People / Entity Enrichment"
"0660942323aebc192c84d3a96dbc3861","Symphony","Applications","Collaboration & Communication"
"06b4da4c3d3f65c9c372b116a0092a03","IBM AI Consulting","Data & AI Consulting","Data & AI Consulting"
"06be84cfad20f304a17da893ce628aa5","Activeloop","Infrastructure","Store & Stream"
"0764a0da4bf6695062cf54b1dcea473f","Snowflake Marketplace","Data Sources & APIs","Data Marketplaces & Discovery"
"07b64b96b98c52baf49d5d6aad227046","Zyte","Data Sources & APIs","Web Search & Crawl APIs"
"07bf4e5c31e51bd61f729b55ef0f0f83","Prefect","Infrastructure","Integrate & Operate"
"07d49afbe3d2b76988b605bda03e89e8","AWS Amazon RedShift","Infrastructure","Store & Stream"
"0826097225b80b4c3c034f9c5313791a","PromptHub","Machine Learning & Artificial Intelligence","Validate & Secure"
"08389e8447ec72a41f601adc65b63a0c","Snowflake Cortex Analyst","Analytics","BI & Analytics Platforms"
"08930628c6f932a3945e784f1f27737f","Datadog","Infrastructure","Integrate & Operate"
"08b3d71c00d37ee7cd779a2573c3feb7","Kling AI","Applications","Horizontal"
"094b37ec8245a6d15074c76f3ccb170e","Micro1","Applications","Enterprise"
"099e49daab77809aaef48c429b3f1189","Bigeye","Infrastructure","Integrate & Operate"
"0a0dac91acacd32c613151a66f4cade8","Tegus by Alphasense","Data Sources & APIs","Financial & Alternative Data"
"0a5a68270a9e2b8377c54ffe42fb9197","Cleanlab","Machine Learning & Artificial Intelligence","Operate & Supply"
"0ac8fe47f11ae3335b38eb6c79dd8558","GitHub","Infrastructure","DevOps"
"0ace4805ee66c06087e91feef960db6c","Redis Enterprise","Infrastructure","Store & Stream"
"0adf8807c79fb8ef2437bf192fd8ce48","DSPy","Machine Learning & Artificial Intelligence","Build"
"0aeee21b59a1b8eb604a47e66be36679","dbt Labs MetricFlow","Analytics","Headless / Embedded BI & Semantic Layer"
"0b687f8f90c06dfced8197106188ab7a","G42","Machine Learning & Artificial Intelligence","Modalities & Research"
"0b89d9d492ef80b8a086bde7a699f33d","YouTube Data API","Data Sources & APIs","Web Search & Crawl APIs"
"0bb3e12a93c47009a790c594b962f8db","Estuary","Infrastructure","Store & Stream"
"0bc4347e2b794f1c07cc39722718206f","Java","Programming Languages","General Purpose"
"0bc847e584770065e8702a78b821db7a","Supabase","Infrastructure","Store & Stream"
"0bd0e08cbe2b1190a19984860dbacd74","Zeta Labs","Applications","Enterprise"
"0bddac6a41e614a81c6301a24321b63d","Robin AI","Applications","Enterprise"
"0bf2b0f44871a182cc57eaf99c553445","Glean","Applications","Horizontal"
"0c048948ba52a8be6ca8952a30978c75","SEC EDGAR","Data Sources & APIs","Financial & Alternative Data"
"0c0e789a9f01582f8a6ec017f33e6a1e","TrustArc","Infrastructure","Integrate & Operate"
"0c0e987dda4749ce841f8d1b87791ca0","Chainer","Machine Learning & Artificial Intelligence","Operate & Supply"
"0c1841570eea95696b93dd6953ba6ec6","Backblaze","Infrastructure","Store & Stream"
"0c34a2db7997fb5539657667731708ad","Telmai","Infrastructure","Integrate & Operate"
"0c8f6c2f617d8cc0e4145e268182f189","Glean","Machine Learning & Artificial Intelligence","Build"
"0ce8c8fbdc3ee5f622e2f30da35a6c75","LlamaIndex","Machine Learning & Artificial Intelligence","Build"
"0cf07708337a07df7f7a51ace2a11015","Azure CosmosDB","Infrastructure","Store & Stream"
"0d0566fec271d67833fee3280b96076f","Inworld","Applications","Horizontal"
"0d29cf80a254089e55d13bafaec5e84d","Firestore","Infrastructure","Store & Stream"
"0d3270df6946e0b34439cad4385b9197","Protect AI","Machine Learning & Artificial Intelligence","Validate & Secure"
"0d62cf1b78e1aeff82ee135c9c393540","Mathworks MATLAB","Machine Learning & Artificial Intelligence","Operate & Supply"
"0dbdf91e62bd7ba647cdf23d19b03e4e","Nomad Data","Data Sources & APIs","Data Marketplaces & Discovery"
"0e259d074e916aa57ed1492d78f53656","Saronic","Applications","Industry"
"0e7bf6f5d9aa5b9f6323af8787e49e01","GitHub Actions","Infrastructure","Integrate & Operate"
"0f75ddabcaa686f8246bd2115231372d","EPFL","Machine Learning & Artificial Intelligence","Modalities & Research"
"0fb738d54d75fea630aaea36f4c6c4f9","Make","Infrastructure","Integrate & Operate"
"0fcb6712b948392c523aec39691c2f9e","Mixpanel Experiment","Analytics","Experimentation & Causal"
"102c5564f8a03f3b3627336a9544c2b3","Owkin","Applications","Industry"
"102f7e7f473911c7a05be9cbe7586593","BlazingSQL","Infrastructure","Store & Stream"
"10c14f2600e94ae30aa57065004d6ced","Knime","Machine Learning & Artificial Intelligence","Operate & Supply"
"1114a507980fb57c96da0c81d314c391","Confluent","Infrastructure","Store & Stream"
"115a7b0557cab09f61a438b5d0e81414","Slack","Applications","Collaboration & Communication"
"117b669271fadd8d9f02768a81c0ac92","Scikit-learn","Machine Learning & Artificial Intelligence","Operate & Supply"
"11ba3fdcc8900b622f857adb6d48c8eb","Amazon Rekognition","Machine Learning & Artificial Intelligence","Modalities & Research"
"11d01f66a7c72140afef507b06a7b185","Qt","Programming Languages","General Purpose"
"1229db78974e7a8b1eb6bbf53a8593d6","Gray Swan","Machine Learning & Artificial Intelligence","Validate & Secure"
"127a10864ea9e5b34d427154368aa760","Farsight AI","Applications","Industry"
"1286d1354fde1ced40972384a4bceeba","Axelera AI","Machine Learning & Artificial Intelligence","Run & Deploy"
"12b8bc4a3d22889c8fad9579a660eea4","UiPath Autopilot","Applications","Enterprise"
"12bf6717f597b8d796e751395e0b511b","World Labs","Machine Learning & Artificial Intelligence","Modalities & Research"
"137bb02c9b60f19a5c4984a7754aee55","Gainsight","Analytics","Product Analytics"
"13d6cedf2f3795e736b29b44130081e8","Rillet","Applications","Enterprise"
"13d9887a769a07a09842e6c9459768a4","Veridion","Data Sources & APIs","Company / People / Entity Enrichment"
"140e4d5151651c7134325db0a93d3a67","Managed Hosting","Infrastructure","Cloud Platform"
"145361d95c6041e33d8215e4040cc193","SAS","Programming Languages","Data & Analytics"
"14ac36a5a5dfdf513e425bd06dacd5e7","Wonderful","Applications","Enterprise"
"14b304aab4ff3b7547ecb973e44190f9","Accenture","Data & AI Consulting","Data & AI Consulting"
"14e42e5b859ac477346d7fc4a4f505d9","Observe.ai","Applications","Enterprise"
"1561686ec8cc4a8b0918d928c99ea1f1","Linux","Infrastructure","Operating Systems"
"15736242582da895a22574198127154e","Qualcomm Snapdragon","Machine Learning & Artificial Intelligence","Run & Deploy"
"159ebee5d59c5f8c8de0c837788c54cb","Runway","Applications","Horizontal"
"15c1f017586f00211b3c847f65eeddc4","Draftwise","Applications","Enterprise"
"15fca84f6308d63ae00ee6eecdfabde7","DeepInfra","Machine Learning & Artificial Intelligence","Run & Deploy"
"1605ecf533def836404478d4e0b5f985","Guardrails AI","Machine Learning & Artificial Intelligence","Validate & Secure"
"162deb11fba4158efc23d69b900694ae","Red Hat","Infrastructure","Integrate & Operate"
"1631be92528faece8edcadf0dbc5e96b","Rust","Programming Languages","Systems"
"1641f283c3519d709046e9951a73a704","Oracle Data Integration","Infrastructure","Integrate & Operate"
"166bdcbfa94636f78013769c0daa5b83","Azure Storage","Infrastructure","Store & Stream"
"168a43c02004cf8d34b75297434f3121","Microsoft Azure AI Studio","Machine Learning & Artificial Intelligence","Operate & Supply"
"169ba8b2a87f73f86669b547b1cd1739","Ruby on Rails","Programming Languages","Web"
"16c1ac541464373c46f548c24fe6b03c","Canva Magic Studio","Applications","Horizontal"
"16cb169281df991225e7d689c0a34f3b","StarRocks","Infrastructure","Store & Stream"
"16dec698b9eb0eb818b73b17e5a65ddf","Apache Nifi","Infrastructure","Integrate & Operate"
"16ed1d97e2174ecdcbc43b1a66ed414e","Snowflake Iceberg / Polaris / Unistore","Infrastructure","Store & Stream"
"16f476f8740a2bfb666f028adcf725b7","Steamship","Machine Learning & Artificial Intelligence","Build"
"1712599e8d1bf094f03cf4ff79f39df2","Posit RStudio / Workbench","Machine Learning & Artificial Intelligence","Operate & Supply"
"171825c15bfae634b73821bc84eb59c0","Laravel","Programming Languages","Web"
"175321f738d7e5153a59817aec8e9553","Vercel AI SDK","Machine Learning & Artificial Intelligence","Build"
"1768fd643321191fc378ea436398def3","OpenAI","Machine Learning & Artificial Intelligence","Modalities & Research"
"17757e711d499c99f70dcc86a64f774e","Bluefish","Applications","Enterprise"
"17977940787a950cb460fce3ac95b188","Intel OpenVINO","Machine Learning & Artificial Intelligence","Modalities & Research"
"17c7c3e1870a1252f73c4ffab0b6b345","Cobot","Applications","Industry"
"180a865cf6fdcb5792a791d0dfc04b41","OpenVINO","Machine Learning & Artificial Intelligence","Run & Deploy"
"1850b80ba61e8749225949cb54d5622e","Progress MarkLogic","Infrastructure","Store & Stream"
"18b3285b961b14ea5f11749ea53922ea","Swit","Applications","Collaboration & Communication"
"18bd2db432cc40f4023d98e38b3e2f62","NVIDIA Research","Machine Learning & Artificial Intelligence","Modalities & Research"
"18d75e18b660c6389718a58d48a27844","Solidity","Programming Languages","General Purpose"
"18ebf075f573ae9a5ffb53a0cf2b5e7f","Visio","Applications","Collaboration & Communication"
"19231bfeac62ddf88488115b62e7a418","Pika","Applications","Horizontal"
"1960749822de90719840070d5e5feb91","GrafanaLabs","Infrastructure","Integrate & Operate"
"19669710b418613d082200e764da8e8a","PostgreSQL","Infrastructure","Store & Stream"
"1a2a177d9c353aff39cc8db73b86894b","Pitchbook","Data Sources & APIs","Financial & Alternative Data"
"1a62097d7fcad04bf80ebfec69e8771e","Evolutionary Scale","Applications","Industry"
"1b9a3e97cb6dd97e505682e0f1b09ac9","SQL","Programming Languages","Query Language"
"1baf8114ff94f2a5cfb8eb025b43aedb","SambaNova SN40L","Machine Learning & Artificial Intelligence","Run & Deploy"
"1bcc32f301528c6b8fecfd4afdc07d2d","IBM Watson","Machine Learning & Artificial Intelligence","Operate & Supply"
"1c0077f7c8d637a5c75e40b521b748fc","Leankor","Applications","Collaboration & Communication"
"1c1d3a291d8df6ca2a9057a8bbf10824","SentiLink","Applications","Enterprise"
"1c2af4dd454dca2fad0bfea188668b38","d-Matrix","Machine Learning & Artificial Intelligence","Run & Deploy"
"1d2cabef32d54e19bb95d1ecfd52e0c7","Wrike","Applications","Collaboration & Communication"
"1d2f884fa1108d085e4420396c134ddc","Helicone","Machine Learning & Artificial Intelligence","Validate & Secure"
"1d56cf23228c8b601be5c48b2c6f0df6","AWS Glue","Infrastructure","Integrate & Operate"
"1d5e52a6ed640dd3bda393d8ec84db49","Microsoft Azure Data Factory","Infrastructure","Integrate & Operate"
"1d6458cd15c6898bd53bc0be64f209fa","Flask","Programming Languages","Web"
"1de6dd0e440cba6e00846dff4019b9ef","Posthog","Analytics","Product Analytics"
"1e0227bb7b3750558a445a63050e4cf7","Veris AI","Machine Learning & Artificial Intelligence","Build"
"1e0d80c6eed4f5b4bc6ea3ff21845399","Reflection","Machine Learning & Artificial Intelligence","Modalities & Research"
"1e2df90189ea18269a211cedd8efa816","Excel","Analytics","BI & Analytics Platforms"
"1e606c653a040c6e5beb31811cf24ae1","dlib","Machine Learning & Artificial Intelligence","Operate & Supply"
"1ea07864e9694f16b7f93dc7a58b5b2a","OneHouse","Infrastructure","Store & Stream"
"1eb9b3692c2e6b3b4f95bb561b7e15c7","Allen Institute","Machine Learning & Artificial Intelligence","Modalities & Research"
"1f97ddb2ee88fc55f5614cdcb3853ce0","Ramp","Applications","Enterprise"
"1fc98b35b6a30e5d6395d6c886438544","Sourcegraph Cody","Applications","Horizontal"
"1fdd2a32e1a441aa0e7c235049a8bd86","TensorFlow","Machine Learning & Artificial Intelligence","Operate & Supply"
"1fe471ae133cdd5c84879782edcc0653","Pascal","Programming Languages","General Purpose"
"1ff8c788f9999664b652de92cfb12f15","Model Context Protocol","Machine Learning & Artificial Intelligence","Build"
"2004557c2bebb27bbae22685f4d19544","Bash","Programming Languages","Scripting"
"208e7df84ff2b20ad4c19121cbea1767","Mixpanel","Analytics","Product Analytics"
"20aacfc4f461ddf3aa6cb48e94fe39d9","Thomson Reuters CoCounsel","Applications","Enterprise"
"20bd7fdc780b83589b1bc59e9bfdc290","Mattermost","Applications","Collaboration & Communication"
"20c7af32e1eb4f19cac0844e818e2b57","Sierra AI","Applications","Enterprise"
"20d99f350c02e38609c4beef4a3ff343","super.ai","Machine Learning & Artificial Intelligence","Operate & Supply"
"20ff69d40a25a65ab088619bff426c9a","Azure Form Recognizer","Infrastructure","Integrate & Operate"
"2101ecd03682627950d293ee75c1954c","R","Programming Languages","Data & Analytics"
"2107d3e10638c3bedc2276c571ee95dc","Ollama","Machine Learning & Artificial Intelligence","Build"
"218d9587927bc38461489ce8e310736e","Gong","Applications","Enterprise"
"219a5bdd5306fd1388b0a4b38fec2f41","Norm AI","Applications","Enterprise"
"21e3c426cd0ac2c086b79d71c2b50d03","Microsoft Azure Synapse Pipelines","Infrastructure","Integrate & Operate"
"21e4e5dbeea2cd769308b05e764aeed9","Kestra","Infrastructure","Integrate & Operate"
"221ddb5ca28fdfef70d4938426d6b03b","Boomi","Infrastructure","Integrate & Operate"
"222e7d07cc821d10bb28237acfedfb61","Beam","Machine Learning & Artificial Intelligence","Run & Deploy"
"224967ae81d027be1dd7527914eeaa30","Outreach","Applications","Enterprise"
"22735769bce9f0e2ef0acc688f25d0ce","LiveKit","Applications","Horizontal"
"22eb1bb028de3b9d7f04547115b3f6b8","Apollo","Applications","Enterprise"
"2310c884354931135ab4e5a7fadf8526","Hugging Face","Machine Learning & Artificial Intelligence","Build"
"23329cda186afe1827293b428bddc15e","Doss","Applications","Enterprise"
"233324dac82e718fc1593d119c7eefab","Google TPU V5p","Machine Learning & Artificial Intelligence","Run & Deploy"
"23a92e227b0209ce37dc72f258335c53","TensorRT","Machine Learning & Artificial Intelligence","Run & Deploy"
"23b281aa5243a34cac4e6630137f8d78","Splx AI","Machine Learning & Artificial Intelligence","Validate & Secure"
"23ba3f62f633271220befe73c758e125","GitHub Copilot","Applications","Horizontal"
"23d9a2f802f9d8a249dd1438c7ec6999","OpenStack","Infrastructure","Cloud Platform"
"24377d80a41b1f1acde0d15c02ccf935","Surge AI","Machine Learning & Artificial Intelligence","Operate & Supply"
"2453fcc1b3a7554a8a24e9c3e11f7dd5","Neon","Infrastructure","Store & Stream"
"24f92bf4341592092f4e4b1556cfca8f","dbt Labs","Infrastructure","Integrate & Operate"
"2518c81c9f65aa1fcf61dd857d69e61c","MostlyAI","Machine Learning & Artificial Intelligence","Operate & Supply"
"253d8a713caf57ed1d7af9fa21aa5a43","SUSE","Infrastructure","Operating Systems"
"259f87b41ea910df4fc65e403cca9d6b","Trulens","Machine Learning & Artificial Intelligence","Validate & Secure"
"25bae8646b227e2668d1c8baf3902ef9","Kubit","Analytics","Product Analytics"
"260ec25564912cfd02d1a7119646eac3","MicroStrategy","Analytics","BI & Analytics Platforms"
"267d5267c86c25b72ca71338c206747b","Paradox","Applications","Enterprise"
"2697e9e3a8c57c97bff83d788c935e13","Graphite","Applications","Horizontal"
"26e7e64d6253f557af074a391a9a06e0","MATLAB","Programming Languages","Data & Analytics"
"26f50599bdeeffd155e857235bf66f00","GoodDay","Applications","Enterprise"
"2706fb2477496357a03ed5543fc8d041","AWS Keyspaces","Infrastructure","Store & Stream"
"274c2afa2d28bc9e230ca531410cc929","Elastic ES Vector","Infrastructure","Store & Stream"
"27b7fb8d84c38e18add44c68519c5994","Anthropic","Machine Learning & Artificial Intelligence","Modalities & Research"
"27febd97035047df5061ffdc8b85a440","Preset","Analytics","Headless / Embedded BI & Semantic Layer"
"2854e2a3510e27eb546f93dba4160b71","Microsoft Azure AI Speech","Machine Learning & Artificial Intelligence","Modalities & Research"
"289623fd70d5dc202d41e3b4e58213e3","SQream","Infrastructure","Store & Stream"
"289bb045e706be13798d434b5c351223","Evidently AI","Machine Learning & Artificial Intelligence","Validate & Secure"
"28c46eb2af94309d3c684997de07a37d","Vast.ai","Machine Learning & Artificial Intelligence","Run & Deploy"
"293c65c4b41ad5015c8cdd625dbff9ff","Rill","Analytics","Headless / Embedded BI & Semantic Layer"
"294017654475e262e3fd0840b8cdd89b","Decart AI","Applications","Horizontal"
"298e69185edbac6638f4038aca73bc03","HeyGen","Applications","Horizontal"
"29af180fc9ba7afd0c2002458aedb2f1","CentOS","Infrastructure","Operating Systems"
"29c6bbcfc627efe52f661024e3413861","AssemblyAI","Applications","Horizontal"
"2a3ee2ffcc5bed6b446782f4a2f1fd35","Amplitude","Analytics","Product Analytics"
"2a595909427e0d7af4684a1723db5f97","Palantir","Applications","Industry"
"2ac183714a2d635ac99223eca26c35cf","NoSQL","Infrastructure","Store & Stream"
"2b3db218521b45d6178f90d6ac9187fa","Campfire","Applications","Enterprise"
"2babdf187dc285b377829d5382797a7e","Gretel","Machine Learning & Artificial Intelligence","Operate & Supply"
"2bd84deac1f68f6b6b2895fc90e3e304","Red Hat","Infrastructure","Operating Systems"
"2c32cd2cccfd5b439bc8cc1536b7f0e5","Kotlin","Programming Languages","Mobile"
"2c40b5bd68aba84eff499633dbe65098","Artificial Agency","Applications","Horizontal"
"2c5f70c2ae61fad170b88142ba382b2b","SSIS","Infrastructure","Integrate & Operate"
"2c84b2c01f334aebb8a8b137bf284ef0","Freenome","Applications","Industry"
"2ce18aa4f91425815581e974f05613a3","Workday HiredScore","Applications","Enterprise"
"2ce49e31e9d0073444e3edbc117cd019","Opaque Systems","Infrastructure","Integrate & Operate"
"2d328dd08fa5d26a5ed1db58a3354902","Composio","Machine Learning & Artificial Intelligence","Build"
"2d562166267475e2be5cb50753b61f23","Scala","Programming Languages","Data & Analytics"
"2d59ca83c28dd0cef7e190747772fdd2","VMware Tanzu","Infrastructure","Integrate & Operate"
"2d904913ba6fadcc5c7574623e4f5507","Unify","Machine Learning & Artificial Intelligence","Validate & Secure"
"2d90e423dcaa4ec8ac1776d1705e4cbb","Pulumi","Infrastructure","DevOps"
"2dbcdb582bec885014baed29c86c3d2d","TigerData","Infrastructure","Store & Stream"
"2dc7df16a95d0c88b50fbc11e62d32c3","PHP","Programming Languages","Web"
"2e9d06e71a80ee7bff283594e25de8b2","TextQL","Analytics","BI & Analytics Platforms"
"2f0bfacc144d2c25308fa30e2eefa7a3","Vald","Infrastructure","Store & Stream"
"2f2282f70d67c043fdd22c635beff5fa","Redis Streams","Infrastructure","Store & Stream"
"2f54cbb576f0aeb9bc45a08c38883f52","Athena Intelligence","Analytics","BI & Analytics Platforms"
"2f7de91aa78754de6439c9d4683f3647","Lyzr","Machine Learning & Artificial Intelligence","Build"
"3009f456eac46b6de03a6b1538670862","Perplexity Web API","Data Sources & APIs","Web Search & Crawl APIs"
"301520f9cc7ebbe4f3d25026e97c273e","Apple Neural Engine","Machine Learning & Artificial Intelligence","Run & Deploy"
"30c9c4a1a97f4f19405d6c7f476e5057","IBM SPSS Modeler","Machine Learning & Artificial Intelligence","Operate & Supply"
"30cbc0302a0089ba1d4b939466894e81","Google TPU V5e (Inference)","Machine Learning & Artificial Intelligence","Run & Deploy"
"30e2fab797f60da58bc84f38c793c505","Promptarmor","Machine Learning & Artificial Intelligence","Validate & Secure"
"30ff4bb68abffc11555c42f50ff9556e","Dgraph","Infrastructure","Store & Stream"
"310340d6d19b5b931f21f70da88e5066",".NET","Programming Languages","General Purpose"
"31522b2bcf2c626f7578cd78d5b57a6e","Ruby","Programming Languages","Web"
"31f1e667e8896b302cc9f2a3ccdc0092","Mythic","Machine Learning & Artificial Intelligence","Run & Deploy"
"31fac8bf45bc9d1d8935a5f71573d755","Brytlyt","Infrastructure","Store & Stream"
"3204576df19a0c42784b1ba069f5c25a","Ansible","Infrastructure","DevOps"
"322a3f4cdc8b32f01590912db247d6b8","SharePoint","Applications","Collaboration & Communication"
"32b30b63c340430ba022d97026cfba96","Workera","Applications","Enterprise"
"32e929a032d808148610fba6048064c5","Microsoft Prompt Flow (Azure AI Studio)","Machine Learning & Artificial Intelligence","Validate & Secure"
"33370265bbcc3b29980ab2d1ae7dbc86","Valohai","Machine Learning & Artificial Intelligence","Operate & Supply"
"334a1ab5cd24e3ba47e6a1a9804d0a98","Lovable","Applications","Horizontal"
"336c8c28d8a01e2447972db5b8c6b9c6","IBM Db2","Infrastructure","Store & Stream"
"336ddebe17a28fc3614b5cd9264f103b","Mem0","Machine Learning & Artificial Intelligence","Build"
"337b5fa4b313062c8638ee3bf315b2ef","Sentry","Infrastructure","Integrate & Operate"
"33d30982987779bdf551dec263675516","Krutrim","Machine Learning & Artificial Intelligence","Modalities & Research"
"342a0912ee99f2bc3c1bc25a20a09a5e","LastMile AI","Machine Learning & Artificial Intelligence","Build"
"345095ae0b4639176e3aa60e74841edb","ABTasty","Analytics","Experimentation & Causal"
"34aca4455be6ed0401effea4c5f45ff0","Argo","Infrastructure","Integrate & Operate"
"34c89211f4c676c49299c61045ea05a9","Bland AI","Applications","Horizontal"
"3560a1815db073ba6325d4e1ebed629a","Very Good Security","Infrastructure","Integrate & Operate"
"35a7c7137a6ba322aaa8ef29e120e3f7","Solidatus","Infrastructure","Integrate & Operate"
"35d17a27b3d8d0ac4fdd6b3ba881bbfc","Unit21","Applications","Enterprise"
"35d4219042ed6519a9ba8d2a6bb09d8d","Git","Infrastructure","DevOps"
"361429e8a45a4af05a248989ad15452b","Snowflake Cortex AI","Machine Learning & Artificial Intelligence","Operate & Supply"
"364d9a98c25bcf1b14d9acdee0482ee0","Google Cloud Dataplex","Infrastructure","Integrate & Operate"
"3674c25f105961e3ad4a75970c29f184","LAION","Machine Learning & Artificial Intelligence","Modalities & Research"
"36afda04ac6cc00d7dd96a6759702430","People Data Labs","Data Sources & APIs","Company / People / Entity Enrichment"
"36d750983fefd841b2e7a25bc91d3071","Etched","Machine Learning & Artificial Intelligence","Run & Deploy"
"36f211cdeeb432dbfe293c57ed2b79d6","dplyr","Programming Languages","Data & Analytics"
"36f87fb6c39b8b77edf835430d72b92e","DataRobot","Machine Learning & Artificial Intelligence","Operate & Supply"
"36fd71ff2cdb23437ff65fbb22f4d211","Greenboard","Applications","Enterprise"
"37524018d691366022f599d1d2924384","MongoDB","Infrastructure","Store & Stream"
"375ab984a2d8e37d0cc548268a5c078d","Converzai","Applications","Enterprise"
"3784df1f6817b35f81030ff59d8d06e3","Google Maps Platform","Data Sources & APIs","Geospatial, Satellite & Location"
"37e97dd571c48ba409b93a9c200d6f37","PostgreSQL","Infrastructure","Store & Stream"
"3806ad7495ad8db9342c82472d69cfdd","Cartesia","Applications","Horizontal"
"38a0d5547031c08d3ca24c059f7f2a41","Ember.js","Programming Languages","Web"
"38a56ea91a54b93f4ef66c9acf25c729","Manus","Applications","Horizontal"
"38b38f668245629168e3f27825163949","Zep","Machine Learning & Artificial Intelligence","Build"
"38b466cd20acac4aa9aa8572ff643fff","Intel Gaudi 3","Machine Learning & Artificial Intelligence","Run & Deploy"
"38cf2198afa5b0dc402adaf76e7eaa94","Parea","Machine Learning & Artificial Intelligence","Validate & Secure"
"38d041552e9a7abb9453cfa89a1662f6","Granola","Applications","Horizontal"
"38e223b1da48d5e502e82ad7cb01ecb2","Google Cloud Storage","Infrastructure","Store & Stream"
"38e5257fa907d1ce1647f0b93fedd759","Google Cloud Vertex AI Predictions","Machine Learning & Artificial Intelligence","Run & Deploy"
"38ec71b83932035141629a55386c2d23","Sama","Machine Learning & Artificial Intelligence","Operate & Supply"
"399d52b9b7f0ea6f0e73950198a486c4","Cloudera","Infrastructure","Store & Stream"
"39bb4f314d28c4150043111e40c50c2a","TypeDB","Infrastructure","Store & Stream"
"39bf988ed6bd3033513914b25e5c6f09","Servicenow Now Assist Platform","Machine Learning & Artificial Intelligence","Operate & Supply"
"39e3fde471a876f19ba79206e4942129","NebulaGraph","Infrastructure","Store & Stream"
